mu,sigma2
8.141702172739018,4.022291480237279
8.231771374897296,3.5531185685308064
7.528961427732146,6.61162821262354
7.796205270792804,2.522463554812684
8.00661270902504,4.454101189055607
7.566426910884224,2.4924361967447424
7.623595029706822,3.5318270016102424
7.640116217499961,4.358644123935662
7.707846644520836,2.7447434500583414
8.227797180989922,2.4484728265432345
8.236316400039433,2.197404093549853
8.918200671309453,3.143621563794473
8.394132624098932,2.892292834727424
7.725786600288857,3.8413094661179588
7.40718905926785,3.1338631542403648
8.601122500649572,4.397353244479786
7.564118319436259,1.4172605676113152
8.187533401735951,2.5050355738563397
7.795178089861469,8.918846363839446
7.22931779646033,2.7658075386004453
8.046073116808838,1.7307353261568084
7.477457168642226,3.181119291897473
7.989418306106122,1.9025521800480185
8.591815996435546,2.000486811474314
8.422206270846056,2.7295059774136443
7.97780642801254,1.6936310326584818
8.1339149926313,2.7563005625742116
8.109650635418157,1.414936069863977
7.9507237191351106,2.50715793416161
8.13439357269324,2.174817105070967
8.230070472078491,4.155973087661706
7.811488648598099,2.323651270653624
8.160628280106028,3.9393465074095886
8.102467408812393,2.3177678155366697
7.851391552246616,2.7387813233393827
8.12783328025191,3.997513931130274
8.38790558939236,3.1634144131975748
7.717367295464953,3.5924114621444194
8.114639209666567,3.704525901589056
8.158478277072723,1.892760394956815
7.687524475097954,2.7899693072777407
7.982312568911921,3.079655243535583
8.975885531326895,6.672154427525398
7.710015578765631,5.211030306940904
8.397988508258395,2.9626427733552685
7.374949962611478,2.764033846119347
7.853884301858944,2.9550678657455216
8.182366507276237,4.627371429062335
7.6382774053286315,6.122044428447947
7.6037079390379105,4.4810563149677485
8.163581153588863,2.644267119079043
7.594097779789543,2.977789775733332
8.206236957873926,2.6762269767820897
7.513014970859275,2.583269321418228
7.832253155118264,6.674960625140171
7.754693091581488,4.3122400857607275
8.567131226118564,5.281396097417393
7.8387716569371175,3.118794844737487
7.7430755329539895,2.8346173078292094
7.896201138953377,3.015008505039663
8.183611418524594,2.902423080727093
8.162625261141883,2.3783028690161117
7.830258864791535,3.7981276596972506
7.712846856920781,2.1595754062614247
7.480697864812288,2.574398812334779
8.150522961958025,1.9101518321211042
8.6335012541731615,7.479405479923933
7.914266866597046,4.665142833626663
8.368840835007857,4.201952722900935
8.327459643893928,3.9961638310970957
8.218760995360224,2.2464439697073444
7.451220272696706,3.179375712887141
7.508830607889388,2.115213438699535
8.05190819778777,5.272349891421673
8.844909375327198,6.734646463452206
8.399850161764421,3.28588794483057
7.752495778250263,1.9780580494537847
7.979680903713332,1.72390483105353
8.160021255910651,3.993722977289659
7.895416093206534,2.647467632101466
7.135800570892215,4.38806621591649
8.228256232928146,2.6704185845109056
7.7859844475463635,2.517935542368507
7.947981594352299,2.2539700417740205
8.084624675097942,1.7031496712299299
7.838191730844534,2.2014188736710727
7.824687818439313,2.0957689594418785
7.2600143497374034,3.387729122001089
7.967716162213633,5.118929599972079
7.332966906461393,3.8441180133117157
8.152904199473436,3.207772997127876
7.5027931163795545,5.13371423221028
7.577530736294192,3.098473189322675
8.330151948316523,4.1790999343809325
8.282865554277269,5.341334628643925
7.64765635826055,1.9174049350878652
7.591656884994744,2.909478949966532
7.779425165850001,4.643605221192281
7.433271283507505,4.396308657677844
8.501544685802738,2.9334772844192267
8.298885902709406,3.6790834770950966
8.19074758470201,5.353430504672138
8.423408436040244,2.8411651247456833
7.9117530831367056,3.9362943667869175
7.551047860286733,2.974886875637788
8.014506277061482,3.733099804513253
7.811059285161546,3.260128176804344
8.001287294183166,2.3567915126789725
7.967044616505381,2.3683705094119443
7.809147064213193,3.897486086959199
7.416524075991333,2.946946933350887
7.956197820260188,3.754167444422422
7.967260835641895,4.188555025341598
8.377860208103158,4.606777017814692
8.79932571404414,4.534977215322359
7.844428837534917,2.622042199779486
7.96111381427607,3.5946678058302606
8.07087840518045,2.742135129607
8.265686781575974,2.534297436020265
7.854398585499196,1.9919315602581034
7.332640982904156,3.5786543293010133
7.782168688410877,3.6510465974282824
7.358915536015424,2.7849758403165685
8.156547541978822,2.957370187997027
8.178056870238878,2.892223604003041
8.490731078707253,2.2940508505069825
8.223132071840327,2.6187566915830383
8.431577425182383,3.637946958850081
7.629734897217421,6.133265809104401
8.020463427032437,2.238646089191812
8.345886622703855,2.751191921678253
7.81285637619664,5.285970737413105
7.819786314667883,3.0603926906931087
7.85057334756894,3.540433280097803
8.225595140597736,3.0617403153135263
8.141457046161978,2.7312913400726186
8.166762254929266,2.581622247692575
7.78091008514441,1.6637342972885731
8.061912690856829,2.301062299013403
7.518268303217289,3.0400188799136636
8.63961921041219,4.496608841610827
8.241538196478974,3.323383368870886
7.342490395508453,2.271670916477064
8.187385848254866,3.062770720591212
7.9495166659637695,4.508960474980659
8.045405857980839,3.338498217274421
7.320574982628137,3.4428638413150616
7.981100242934027,3.991452631640501
7.7889539880829055,2.245962246016197
8.14840627470533,2.3896217217952627
8.354272761338871,3.3960941098376534
7.322915004717629,3.7261884473056326
8.227275999896815,3.341878986510682
7.844206464548949,1.3702548273760875
7.5563059480458294,2.4044763147967196
8.276628004700084,3.070533340930796
8.136794620229134,3.604818207722312
7.353417292904782,4.302666533479768
7.644201638501252,4.291520435327444
7.8403757315537295,3.19393837187071
7.799939274575032,4.5013946156995
7.655510064292738,4.422937622693517
7.868899729872377,3.048719867542822
7.529163823976067,2.3652438186281866
8.075066397774135,4.653564738294216
7.8569345479846255,3.065373490033512
7.443232175402161,4.130880554999373
8.175114535652337,1.9413485665396109
7.7046813943189925,4.704918964137401
8.06297624326563,4.279432461788564
7.589034211024986,3.0263400373506353
7.689020796876255,5.186508416081206
7.602508028290686,6.466977186258606
7.669962231069465,1.859700636381421
7.479100381138971,2.0116884456631663
8.023349297754129,2.905789244686528
8.417507698565352,3.4486143271708345
7.436966406760236,2.6169985246810925
7.731568005192599,2.2345132712278306
7.835060781920882,2.3127755372555416
7.887982691802244,4.129324674491654
7.610604250342475,1.4843949430951409
8.017062360829097,5.264770947268492
7.793454948169328,3.670810680824094
8.203963738912684,2.461237100871229
7.600082892097708,2.769280732073596
7.9403158314805395,4.089858800802571
7.931870431860561,2.677338136089402
7.711439276967866,2.7049172540722095
7.981782258949528,2.0961319356083843
7.854271564482766,3.435750289992296
8.488233922119958,3.5115804886214286
8.334451453590386,3.291814098974211
7.565257807198014,3.8365600904179176
7.694074902623758,3.5685607149025933
8.304389956896316,4.513267740825432
7.949083888837955,2.790124673704875
8.181453900069316,3.3870241230299136
7.744429246007776,1.8400047676030742
8.14406311386077,4.0807685592964456
8.192233193873586,3.9004617353523576
7.876445802121845,2.8611812208659844
8.256897629104872,2.413943214860743
8.703018733178174,4.529567590555133
8.444799839183023,6.084176843917588
7.691488835368844,1.8904932916108534
8.711247348370351,3.745752955033434
7.781566691881043,10.042502246138982
7.780842886445955,2.4791319468840913
7.461766203421139,2.5027335540319777
8.190864346532695,2.3361595376250124
7.782194627619816,8.291963385122592
7.870417191834081,3.446542782018012
7.982083302467486,2.1606047662083285
8.19655176523764,2.5729382985371543
8.146013398705488,3.924927309026259
8.125576181988812,3.729569401616209
7.85537880042051,3.6326821124863393
7.973153995555579,2.105032723412251
7.826820520001681,2.3804377975757505
8.52160065386795,2.7569759401186738
8.100592064744406,2.5067612643209243
7.306527531654113,3.76950349574453
8.147148747471448,1.6476068718693635
8.126688106807052,4.293389381228754
7.468590140206692,2.819014706665785
7.3200245035022276,3.319766605269072
7.463779439820926,3.321852125504854
8.061120739486023,2.4302604119597304
8.203693027036287,4.02009563715004
7.412205698965704,1.883967821456348
7.497112049889938,1.9928383793857345
7.761783921935201,4.2923230220345765
8.582022533483805,3.7766307453527674
8.417328847309713,6.885902880317722
8.195876829936195,3.6621491781641735
8.13348796523316,3.259226870571444
7.842781864069545,2.42371841035869
8.94102584740567,4.289699141369398
7.121602479161068,3.213449848099996
8.514925444124852,3.151619054639259
7.953283855825821,3.081074376448175
7.9815825485162435,2.578177198649284
7.286717795625106,3.6832907140022004
8.341605422156242,3.1614801592564192
8.03635401284021,1.660691157336636
8.478278714134806,2.13306577229736
7.341443932656182,2.5818067332128716
7.764436319760319,2.648415269114559
8.475807480933891,1.962821143455642
7.674691534386692,2.8126490217284106
8.012283928970584,3.0125838298442607
7.756331580402367,2.7241827909821827
7.622799027303096,2.028965374480872
7.501446124658387,4.610487611792832
7.732277064777823,3.6186389856216827
8.690183852067518,3.2508050641389836
8.021521566211774,2.129467625830649
7.929760757943546,2.633519984745231
7.021506461477101,2.4900074714612104
7.711877809343456,2.343769978154593
8.043883933210896,4.12329092317631
8.130561403420419,3.5897879490395335
8.556932283490928,3.964590055885525
8.209310829478255,3.079780524799539
7.343752120577974,2.343253582199751
7.893116333166818,5.148674162884769
7.9522765519906295,1.9488910119934584
8.369923910740424,2.798658644542835
8.085393666945802,3.694641876578656
7.530866058875152,2.909380187460888
7.969302825742017,3.2132092985721656
7.8263284321546855,3.152290831641619
7.342999569595963,3.6050750273756678
8.030941564453654,2.716823272057652
8.47114702790025,2.2796294443376173
8.567670380495148,4.34109888087358
7.418233408418528,3.4493042948424795
7.952989978117051,2.8523843352168012
7.659077754636808,3.0056878306913393
7.33059973569437,3.014489955549918
7.7754693702273645,2.9584998653917083
8.367128557735253,3.2492507252458998
7.15154996411501,3.7215558365400887
7.386280438724766,2.8695601769134416
7.841166184573641,3.3849912799893263
8.108006379400793,4.119638963648797
8.46207594943758,3.0383776580119632
7.718780090744097,1.8481526843579448
8.262602581211357,3.838908829813988
8.454355047001734,3.762232185889513
8.132335923394391,1.710759901067292
8.055140035131966,2.832293066748065
8.001874901411345,2.8050907401822394
8.31999577466341,8.404866186599834
8.483177860422906,4.640986011726769
7.373919264380711,4.930096274122728
7.545197676803962,1.6582697279883043
8.45936100708227,3.128275537507441
8.422184157316234,4.499391393358728
7.464833322946817,4.2644872878670554
8.731165821801524,6.452695982080599
8.337580473556278,4.335192904490572
7.978851594674208,3.3733200540335067
8.154665090516277,3.7486008950407523
8.003353414419234,2.4228053732727353
7.785479569780456,3.889069794025278
7.916801365623001,1.7271098729402057
8.304810428407157,3.2991089801663263
7.955988745417289,2.51909436183965
8.369858503032019,5.400419035426926
8.233831772595742,3.4240630927509077
7.910461858816975,2.8594703219779256
7.94927513533877,3.1206785024860935
7.589804491898962,2.6426565209557857
7.511813782978004,3.1246633826201444
7.613462768697973,2.8065856830617637
7.868841184645423,3.1401276504708395
7.7028542921593655,2.6524610832171462
7.90732837525874,4.351150160943738
7.973515455376642,3.4301778453860465
7.530007159972157,4.254873036504972
7.343435345044056,1.9881532914796711
7.249241667240278,5.253347678068652
8.093125756525565,1.966260023374429
8.130851290522614,3.9938858900733076
7.706451454844935,3.3128604971502664
7.852757346218009,3.3637810483687876
8.193007941724666,2.9481953921074733
8.138805697721509,4.108927636193637
7.431917420795324,3.2358952295405126
7.888323977152094,3.685236291914747
8.278303994698652,1.823256189074109
7.676493229587811,2.348002151240482
8.184045779236206,2.188331883698457
7.365376729982055,5.232308393373814
7.850258199689434,4.092977396386372
7.821319150942386,2.188893177676911
7.5351351669138404,3.780783694102371
7.433983003715791,3.964784581140177
7.236248847455347,1.7767057757712201
7.970894730360717,2.16208451949496
8.159820292942898,2.5915650965566512
8.164787743465848,3.9615668322946407
8.363906084889084,2.640209584001626
7.62283887774879,1.8155730334434872
8.0003272980057,5.590505079888383
7.664193472962351,2.2897085951272866
8.152193752032343,1.9518728465535844
7.672784779889754,2.3874725270090558
7.763117076999915,5.651542835755265
7.7100654185969875,2.0981931093885087
7.710725413394046,2.9160182964252863
8.342574192028204,6.3113327181063745
7.758300293489869,3.8914652915273114
8.258566338429315,3.4498346860588027
7.859671247413832,2.7157841398844065
8.197858961967967,2.890767518613466
7.815707221566547,2.139963711312387
8.079674183516053,2.093268851056717
8.427151696220871,5.908839345217342
8.013184614615401,2.6552038047638993
7.852445029216043,2.8621032840511473
8.088352239273714,3.761719386432689
7.554814572425256,2.3273524881325285
7.716170965874985,2.197146909552456
8.771680017151073,4.52855080646499
7.899510936589322,2.7402508545786044
7.340308878260694,2.4412957242937323
8.037178436319836,3.201819872471056
7.974091483143577,2.9967912027188053
8.11582391062718,4.513278588662741
8.561340708876191,4.910377993409455
7.749175112099578,2.0868630981487017
8.75440396489378,3.482407245469595
8.413964355748464,2.1286409986785344
8.114957753533462,1.8796223316477276
7.7278958492537795,6.297613360407516
7.167491022616697,3.9396789840361603
8.30585859954592,4.588493807726941
8.172304157664957,2.299949689454013
8.356757514974412,3.8115027354723527
8.260016983016513,3.776627126885124
8.008249201477103,2.10240412932806
7.964662145582786,2.549500530061484
7.773879581749139,3.230646757213528
7.3311956900827395,2.1966167848890477
7.777940114732816,2.2294587238444312
7.526440518241508,1.9991463549855344
7.687067007112044,2.041269128797996
7.941926506884566,2.4081928763310803
7.693286528366742,1.7712012722388448
8.002571828976107,2.841746101490469
7.6315023881965836,2.0131286275389733
7.61638566482363,3.5325352152347382
8.30870432833573,2.5006789800413465
7.752675640674984,2.4572388772698086
7.242819067918365,3.7868947356101486
8.112600158910919,2.5222469801909133
7.788799190518807,1.807796879657392
8.015760739738298,3.4428484215995847
7.8095824268073795,2.111840074442418
7.2202384365501615,2.1600532992286205
7.676807972718836,3.401601060339638
7.175287013348961,5.0244797384144455
8.002238895454765,4.721658901184071
7.539790841452666,3.5173998475098815
7.496676830587197,3.4930320007713886
7.194774739648726,3.3372720673003973
7.54780392294154,2.644877901561897
7.92003325055924,2.1893516307290746
8.47453624432168,3.2775999027509077
7.884406338328526,2.4335871388355756
7.884448964812602,2.7286831907908105
7.6851701765330604,6.281056554089945
7.08961891844752,4.573845337181817
7.853615641196518,2.5512002698111282
8.178276252662982,3.98530728067231
8.00716821600907,4.43401884871336
7.858512200795349,5.057288057171467
7.250552812913916,2.73833617231293
8.17591899584523,3.8670825184789037
7.780208953370983,2.35541717809552
7.159045417956473,2.344909061813964
7.926279636749098,2.4434344097609038
7.798458200673102,2.574814376176886
7.918208454660295,2.8351041892733058
7.186495573979146,2.556535871261224
7.7457664900305625,2.461314874219664
7.824068926956429,5.191781806518983
8.073436048095857,3.2097081707428257
8.18074030702352,4.214643090768931
8.511605587647944,2.588917464464749
7.752044824011208,3.0767828078472546
7.852342507245149,2.9075025708756375
8.156298118639507,3.8470692588495603
8.008749393872604,4.393538912911348
7.668466467175732,3.3800114431630393
7.894915202472991,2.2018503241596172
7.857896198334938,2.5717555156316685
8.136776309433369,2.437221970163147
8.098802179914005,2.0378658600924493
7.426303017597566,4.197144440700432
7.5768239531884545,1.8566499606287854
8.086105440749824,2.579476300744965
8.117626231980486,4.177807119460447
7.5588300272884075,3.1801856711075827
8.159738351501503,3.9657002469158775
7.998410240409684,2.905938682714127
8.53013166627869,4.571453377057201
7.404437731025107,6.292264645887728
7.87267087198826,2.087397196881037
7.465981262868953,1.8248163890944502
7.898944486890614,1.4642095927082301
8.258371617759831,2.5747810677992717
8.159433102946402,2.755777659593788
8.67277970022812,4.287954694050588
7.976416228179253,3.9459285608959545
7.723008452238522,4.043409068880409
7.856760451233126,3.346667618539248
8.549271093550091,3.1863911314379267
7.2207247014522515,4.3252916661510765
7.861687959018953,2.2512046219934208
8.136889934119473,3.862956835855607
8.469109353056735,3.051592537834849
8.584233242602869,3.8059491692582474
8.983261145969488,4.257390374397895
7.271348492398809,3.6470222646489137
7.97786000542131,3.1225014214914526
8.21468174546578,3.6871260336036835
7.7814907219194325,2.941869314695299
7.815467800460458,2.995664276919151
7.8984029414842425,2.0359670348580297
8.148676947093719,3.2454642747872784
8.131059064068772,3.83325333456141
7.574220176641228,2.9473523883681496
7.778426014811895,5.973261187061044
7.844625046638065,2.6968049838566373
7.9230328839762185,2.67913509956234
8.315023504928568,4.702005778248967
7.899723305513011,4.47403428751665
8.691874560987145,3.3702261465883914
7.650637315055222,2.274797019564378
7.455990312559141,2.533551610677061
7.978829289377066,2.453262132713559
7.813641083317325,2.5907181462774282
7.617596978477247,2.3368850173032936
8.016056284134045,3.5690796298811454
7.600622038507582,2.054734002470882
7.901530673079347,4.387674575413409
8.146158716172316,2.031921022949263
7.7836212274964245,3.5868950986601504
8.343328698268582,5.498912886896654
8.153567110368908,3.1112272443300277
8.13906357940347,4.260141167482448
7.9103405346245195,3.1851532916306358
7.682915118558513,3.089746847342599
8.07057381524988,3.001692004350962
7.622264178744599,2.7129300920387562
8.022382193833119,2.5808030422961705
7.057764239112728,2.7531512338753084
